,id,text,label
27,1345510101461983233,covid knows partisan boundary fl nyc cali covid terrible disease humans developing vaccines counter political partisanship also disease infecting country amp enough americans waiting end part cure not disease florida set new record thursday covid cases reported single day ending year highest one day tally ever cases since pandemic began keep good work protecting floridians ron,neutral
28,1345507295321612289,april new york city faced terrifying smallpox outbreak days later city vaccinated million people need massively ramp covid vaccination can thread,pro
29,1356986978106028032,following groups eligible receive covid vaccine one categories sign appointment mon tues appointment cancelled b c snow received email rescheduling,pro
30,1376969736345550851,can get opening day tickets can get covid vaccine eligible can get legit update lindor extension today not great,pro
31,1360284410315218944,fact not need insurance get covid vaccine new york city eligible can get vaccine free matter nycvaccineforall,pro
32,1342240328108048384,human nature also means get first well,neutral
34,1342211902324281346,broadway community eligible get vaccinated ny sports teams since bring money nyc yet still facing potential pay cuts live theatre returns,neutral
35,1342202005255815168,scoop get vaccine hospital workers nyc cutting line turning one hospital executive apology free disappointed saddened happened,neutral
36,1342198860400238593,several weeks union announced half new york city firefighters not want covid vaccine fdny commissioner announced wednesday beginning vaccinations city bravest,neutral
37,1342190977381969923,broadway community eligible get vaccinated ny sports teams since bring money nyc yet still facing potential pay cuts live theatre returns,neutral
38,1375333281391116288,breaking pfizer begun testing vaccine young kids two yr olds vaccinated yesterday trial extend way mos eventually,neutral
39,1375284033064669184,reassuring news fast spreading b nyc variant research team findings suggest current vaccines therapeutic monoclonal antibodies remain protective b variants,pro
40,1375241112714149891,teachers vaccinated cdc says kids can feet apart can safely bring back every single kid wants full time person education waiting,pro
41,1372907508273008643,booking covid appointment online nyc get much easier thank brilliant volunteers showed city possible huge whole team nyc vaccine list,pro
42,1338240567323586565,wife physician works covid patients nyc not know exactly get vaccine,neutral
43,1248708942831763460,rt pt lockdown slow spread not overwhelm hospitals models falsely outside nyc projected,neutral
44,1248704728340606983,rt pt lockdown slow spread not overwhelm hospitals models falsely outside nyc projected,neutral
45,1248687178864939008,rt pt lockdown slow spread not overwhelm hospitals models falsely outside nyc projected,neutral
46,1366664608551993345,new york city florida ohio expand vaccine eligibility supplies increase bryan pietsch via nyt,neutral
47,1366655938778734597,biological patriot act coming nyc europe many others soon require proof vaccination anti vaxxer difficult choice get vaccinated get discriminated,anti
48,1366600118212960257,yes restrictions eligibility broadening guys not restrictions,pro
49,1366598116376510471,s vaccine appointments opened javits center book nyc hurry competing whole state,pro
50,1366595063648841729,biological patriot act coming nyc europe many others soon require proof vaccination anti vaxxer difficult choice get vaccinated get discriminated,anti
52,1377290478572478464,good way start day positive trial findings kids age much higher antibody levels age yr olds infections vs placebo vaccine respectively w angie_rasmussen,pro
53,1361046660558843909,numbers meaningless bc vaccine distribution not done equitably places like wny vaccine available along areas nys outside nyc another fredo screwupvaccination update first doses allocated nys health care distribution sites administered am today first doses received first doses administered details,neutral
54,1358818424240152577,work food service industry nyc can get vaccinated citifield really important indoor dining opens back soon please spread word,pro
55,1366169684664582145,nyc needs make easy humanly possible elderly poor neighborhoods get vaccinated able show getting vaccine appointment rn requires lot time tech savvy internet access phone also hard nycmayor,pro
56,1366167381836509189,nyc needs make easy humanly possible elderly poor neighborhoods get vaccinated able show getting vaccine appointment rn requires lot time tech savvy internet access phone also hard nycmayor,pro
57,1366164430543806466,nyc needs make easy humanly possible elderly poor neighborhoods get vaccinated able show getting vaccine appointment rn requires lot time tech savvy internet access phone also hard nycmayor,neutral
58,1254751987385729025,oh sure basics agree want someone explain houston treated nyc entire state texas covid deaths total flu deaths last year thats vaccine,neutral
59,1356010224830861313,breaking nyc releases first time data race ethnicity vaccinated far feared reveals picture profound inequality white black latino asian need dramatic action fix,neutral
60,1356008326757113858,breaking nyc releases first time data race ethnicity vaccinated far feared reveals picture profound inequality white black latino asian need dramatic action fix,neutral
61,1364329184386973696,weather delayed covid vaccine supply shipment last week back track eligible make appointment nycvaccineforall,pro
62,1364327203622637569,lots vaccine appointments available right nyc go snagged one,pro
63,1364326059374743554,nyc vaccine hub queens hillcrest high school appts feb am am am,neutral
64,1260609629064589313,rt bernie wants sure everyone gets free vaccine concerned deaths higher reported fauci,neutral
65,1260594141852884992,blown away heart courage dedication fellow pfizer colleagues face covid hear responded call help treat vulnerable patients onboard usns comfort new york city inittogether pfecolleague,neutral
66,1375876613817167882,getting vaccinated solely die niggering around nyc fro aisha summer,pro
67,1374019882623369218,say said last person insinuated cut line get vaccinated not goddamn business phase b new york city,neutral
68,1264598003958063111,need tests open testing even greater odisaster reopen imperative use easy get fast accurate robust continuous testing everyone vaccinated economy can open sans tests vote blue trump lies testing,neutral
69,1264597742116057089,rt rep carolyn maloney spent decade emboldening antivax movement nine bills amp rallies steps,neutral
70,1264595885356396545,rt saint marks east village nyc today people getting adult,neutral
71,1264415681380061187,maybe get name vaccine hope not not want inject anything called trump body,neutral
72,1367610037569470465,new york city unveiled vaccine passport system could see anyone unable prove taken covid shot barred events venues,neutral
73,1367140242164228103,new yorkers volunteering mutual aid groups assist neighbors need pandemic eligible covid vaccine declared tuesday,pro
74,1367139654575751180,never get pandemic us idiots like opened texas millions vaccinated tx says state yesterday tx nd highest covid case count us,neutral
75,1314621640509067264,sympathy people died hn obama actual incompetency treatments vaccine years,neutral
76,1314372624970113025,breaking not monoclonal antibodies prez took remdesevir many coronavirus vaccines also rely cells derived fetal tissue exactly kind research administration curtailed x,anti
77,1358384400103313408,ny strong ny stupid nyc covid vaccine hubs ghost towns doh mum distribution via nypmetro,neutral
78,1367836655802081288,johnson amp johnson one shot vaccine nyc homebound seniors can sign get vaccination home visit form sign someone else,pro
79,1367817611476688899,feel lucky know bumps everywhere including parents spouses live manhattan vaccinated sincerely grateful thrilled got appointment state seems attempting function trying get appointment mother law wife last week gotten nothing endless fruitless online waiting rooms crashed websites,pro
80,1359284900378124288,made appointments personally accompanied seven people vaccination site lower manhattan mostly middle night need faith people today story move,pro
81,1359283366005211137,frustrated confusing vaccine sign systems confronted elderly relatives new yorkers tech skills decided build,neutral
82,1359283161704841216,main reason people not registering not lack belief vaccine efficacy know navigate many sites jobs allow internet day,pro
83,1359282101108043778,turned away vaccine appointment confusion,neutral
84,1359280738760351747,new yorker created vaccine appointment website read article share teams take notes covid newyork nys nyc,neutral
85,1347559790424293376,catch w am et discuss nyc mayordeblasio amp govcuomo odds vaccine distribution plus pfizer says vaccine effective new variant tune,neutral
86,1362080125030957063,nyc data vaccinations zip code indicates wealthier new yorkers vaccinated higher rates trend latest disturbing example inequalities health care led covid devastating impact black brown immigrant communities,neutral
87,1348397173772267522,teacher nyc still lots spots open brooklyn get first dose vaccine week can make account pick different locations,pro
88,1368456265739902983,nyc vaccine effort hiring hiring new yorkers work city run vaccination efforts part vaccine corps healthcare experience required many positions apply spread word,pro
89,1368452457160978433,nyc vaccine effort hiring hiring new yorkers work city run vaccination efforts part vaccine corps healthcare experience required many positions apply spread word,pro
90,1368423065705709568,nyc vaccine effort hiring hiring new yorkers work city run vaccination efforts part vaccine corps healthcare experience required many positions apply spread word,pro
91,1353226930800222209,new york city vaccinated million people less month ggd happened covid,pro
92,1353224336954580992,new york city vaccinated million ppl weeks,pro
93,1376981695996514304,nyc struggling find vaccine appointment twitter bot automatically posting available appointments around city,pro
94,1376973041675214850,props covid team nyc called hotline vaccine apt scheduled friday lt mins way go,neutral
95,1374471994297573384,best efficient booking experiences come working directly restaurant owners managers one manager four indian restaurants spent week driving workers around city appointments booked us two appointments together feels near impossible yet elderly couples families often rely one member drive navigate immigrant families might need one member translate fill forms etc,neutral
96,1357461098857963521,still s vaccine appts available yankee stadium next week not disappearing fast good news also bad news means nyc not enough outreach people ground city teams bx signing people,pro
97,1357456530480771073,second vaccine done even huge lump leg stop dancing home hospital even limp waiting really kick later henrythebrave neuroblastoma solvingkidscancer mskcc,neutral
98,1363880507021414402,waitress says fired nyc eatery not getting covid vaccine via nypmetro,neutral
99,1353118832521482242,new york city vaccinated million ppl weeks,pro
100,1353118627780845570,new york state new york city average share vaccine doses distributed california ranks dead last among us states,neutral
101,1353118212313870336,new york city vaccinated million ppl weeks,pro
102,1354483476385435650,year old bronx woman woke am make trek washington heights try get covid vaccine marked nd day row showing washington armory trying get help sign problem one spoke spanish,neutral
103,1354483390423195650,nyc suffered smallpox outbreak within weeks vaccinated million citizens people died see gov not today abject failure reckless abandonment,pro
104,1351583375547539456,using credit scores verify person information stupid data riddled flaws relies credit history someone came u without one can personally attest stupid,neutral
105,1346906584715317251,put timothee chalamet charge distributing vaccine make sure nyc gets,neutral
106,1371195024528998404,year ago clapping every night pm nyc express appreciation overloaded healthcare workers battling covid year later best way show appreciation get vaccine turn continue masking avoiding crowds,pro
107,1354902533370732546,not great news novavax vaccine efficacy nearly percent britain south africa variant less susceptible vaccines circulating efficacy dropped percent,anti
108,1356597285602422784,approx quarter vaccinated nyc not live demographics group even lopsided white black latino asian,neutral
109,1350558178371637248,not find super granular nyc guide getting coronavirus vaccine wrote one hard get slot sites might cancel possible also can please help us something,neutral
110,1309302325928919040,new york city despite city financial decline immunization services expanded across city free vaccinations maintained mayor koch demanded students vaccinated else can not attend school parents mostly positive reactions seen,neutral
111,1368969359906004995,oh yeah cdc says fully vaccinated people can stop wearing masks distancing private zerohedge,neutral
112,1368955709069623297,happy nyc hs reopening perhaps push prioritize eligible high schoolers vaccine,pro
113,1362668284856983555,trump says early talk slams biden vaccine comment,neutral
114,1362624147810099200,waitress says fired nyc eatery not getting covid vaccine,neutral
115,1362623433864081411,breaking report waitress new york city fired red hook tavern refusing get covid vaccine fears may hurt chances getting pregnant,neutral
116,1370431860589928458,rt upping vaccine appointment finding website nyc really lucky quick efficient vaccine rollout,pro
117,1370425399742767105,hey nyc friends still whole lot covid brooklyn still clocking new cases every day staysafe wearamask get covid turn maintain socialdistance,neutral
118,1362822766433611782,america wants see end pandemic children need get vaccinated explains today episode daily,pro
119,1346226483686215683,country top business leaders leaders goldman sachs blackstone pfizer microsoft nba many others letter pushing congress certify biden many nyc influential leaders list,neutral
120,1346223879124111368,gov andrew cuomo said percent nursing home residents get first covid vaccine doses week state intervention,neutral
121,1346221401204785152,smallpox outbreak nyc five half million vaccines provided two weeks six half million three weeks many trained volunteers several dozen deaths,pro
122,1346219951657463809,inequity awful agree protested blm summer exact reason need vaccines arms right care people get left system always people disenfranchised front line workers people without connections money racial inequities worsen,pro
123,1356996108791263232,nyc restaurant workers eligible covid vaccine,neutral
124,1364357964287598600,attn several covid vaccine appointments opened across city early thursday february eligible waiting make appointment recommend attempting right,pro
125,1364356829904470021,rich people la stealing covid vaccine slots people mostly black latino areas used codes created help neighborhoods book vaccine slots says nyc similar incident saw white people reportedly go latino area get vaccines,neutral
126,1364355316008308739,read article said people nyc qualify vaccine based bmi urge everyone qualifies go get not bmi means anything medical fatphobia real,neutral
127,1352641412043591685,saving people lives includes informing properly not misleading believe vaccine makes immune science process facts save us go bother someone else saves people lives everyday best ability take antagonisation elsewhere,anti
128,1349884229312774145,rumors spare covid vaccines social media spark frenzy nyc,neutral
129,1266454793544925193,entirely fair criticize obsequious towards china hampered containment covid distracting failure harm work global vaccine cost even lives end,pro
130,1301671020085075973,man destroy new york city stay open need vaccine counteract,neutral
131,1301587466172891139,man destroy new york city stay open need vaccine counteract,pro
132,1301541444424028162,de blasio suggests keeping ban nyc indoor dining creation covid vaccine,neutral
133,1301508535445008385,want safe effective covid vaccine soon possible however politicization vaccine approval process risks eroding public trust government medicine can afford take risk,pro
134,1344066831368253443,new york city vaccinated million people smallpox two weeks can much worse years later,pro
135,1344066166675783680,new york city vaccinated million people smallpox two weeks can much worse years later,pro
136,1344065627288383490,new york city vaccinated million people smallpox two weeks can much worse years later,pro
137,1372210593487327241,heard people feeling worse nd moderna shot neighbor daughter felt feverish flu like symptoms days s however think dad probably not react like year old would know everyone different heard worse side effects moderna happy hear better story taking dad second weeks stressing pfizer sore arm first dose,anti
138,1361791710909595648,can call survivor say know live brooklyn vaccine available bronx can minutes via nyjewishweek,pro
139,1361788118253379594,new zip code data reflects disparities n c vaccination effort officials say,neutral
140,1373001152657248258,missed home much today started singing head national anthem english french though tbh glad nyc vaccine,pro
141,1372996241332731906,hey nyc chinese language skills can help book seniors covid vaccine appointments help needed link thread,neutral
142,1372988343521308672,b ny variant undercuts vaccines new nyc cases first week march b uk variant infectious hit eu uk hard cases can please ask two magic keeps nyc similar fate city plans start using three foot distance elementary school kids april says notes opt lead many changes principals says doe offer support,neutral
143,1374851685013725187,join ten evening conversation networking philipp tsipman a founder audio mint philipp helped launch nyc vaccine list involved marketing efforts georgia senate runoff,neutral
144,1377287492076965896,opening vaccine sites pop vaccine sites across new york city new yorkers older eligible covid vaccine make appointment,pro
145,1377286647902003208,nyc vaccine call center misleads residents call center tells nyers cdc requires nd vaccination shot must location first site cdc guidance cdc recommends manufacturer moderna pfizer not location,neutral
146,1377285132776800263,individuals eligible vaccine can visit open vaccine appointments grand concourse seventh day adventist church grand concourse bronx ny wednesday friday march april from p,neutral
147,1374033594738475014,new york expand vaccine access people age older,neutral
148,1345488381304860673,rich powerful covid deniers jump line normal seniors folks pre existing conditions wait longer time get lifesaving vaccine,neutral
149,1345486150849482755,april new york city faced terrifying smallpox outbreak days later city vaccinated million people need massively ramp covid vaccination can thread,pro
150,1345485909492445185,april new york city faced terrifying smallpox outbreak days later city vaccinated million people need massively ramp covid vaccination can thread,pro
151,1345483394302488576,april new york city faced terrifying smallpox outbreak days later city vaccinated million people need massively ramp covid vaccination can thread,pro
152,1345476945782345728,april new york city faced terrifying smallpox outbreak days later city vaccinated million people need massively ramp covid vaccination can thread,pro
153,1349073844510842880,screwed covid vaccination nyc assigned appt today hours assigned time went site anyway entries blocked nypd vaccines available not think cld screw worse,neutral
154,1354052755778899968,issuing recommendations moderna vaccine today goes good facts fam,pro
155,1355192863672459266,reason vaccine president trump thank,pro
156,1355190623884738561,trust say true work hospital see dying taking scarce vaccine away older ppl would otherwise live essential wrkrs never stopped working beyond reprehensible stop talking equity,pro
157,1350849178969145344,dumbest barrier vaccination far not millions people credit invisible legitimate reason make sketchy verification products prerequisite ending public health disaster,pro
158,1359633354568654848,hombre de de os muere minutos despu de vacunarse sin haber mostrado reacci n alguna pendiente investigaci n sobre las causas,neutral
159,1359624193994862597,see talking volunteer vaccination websites thanks imho irresponsible nyt article building new vaccination website observations references,neutral
160,1347584847305437184,pfizer moderna vaccines messenger rna mrna vaccines not contain virus mrna vaccines teach cells create immune response body knows fight virus learn covid vaccines,pro
161,1347583188412100609,pfizer moderna vaccines messenger rna mrna vaccines not contain virus mrna vaccines teach cells create immune response body knows fight virus learn covid vaccines,pro
162,1362067925566283778,storm related covid vaccine delays preventing nyc scheduling appointments de blasio says,neutral
163,1350588630994182151,using credit reporting agencies verify people identities order get life saving vaccine means people less exposure financial system likely inexplicably incomprehensibly denied access,neutral
164,1350585877337055237,information crucial vaccinated people said really going critical know keep wearing masks could still contagious,neutral
165,1349809358775885825,anyone nyc luck getting vaccines eligible senior parents mom nurse set dad finding impossible find appointments anywhere,pro
166,1256422162413518848,tell know not think know trump task force bed bill gates know trump working warp speed produce vaccine bioweapon docs scratching heads fired er nyc,neutral
167,1373707297998872576,know anyone nyc eligible vaccination covid already wants vaccine appointment would happy help way process hard time financially provide transportation well feel free connect dm,pro
168,1373696367349137415,major expansion vaccine access nyc gt pharmacies vaccinating people w underlying conditions s appts available citywide book walgreens cvs rite aid,pro
169,1367147105702313986,dear governor love gov loved dad wear mask hate social distance tweeting idea excelsior passport mind damned near impossible get covid vaccine nyc timely,pro
170,1367805218675699714,ron desantis continues show favoritism vaccine distribution retweet agree life death matter exploited cheap political gain,pro
171,1367799857054941184,tryin kill wear mask het vaccinated soon can texas,pro
172,1367789147247677441,thread vaccines amp transmission emerging expected evidence vaccines reduce transmission game changer focus herd immunity can give impression see benefit vaccinated not true,pro
173,1367784241539473409,ron desantis continues show favoritism vaccine distribution retweet agree life death matter exploited cheap political gain,pro
174,1353099564354465792,new york city vaccinated million ppl weeks,pro
175,1353097886934982659,new york city vaccinated million ppl weeks,pro
176,1353097876788793344,new york city vaccinated million ppl weeks,pro
177,1368287669856403459,qualified vaccine nyc stymied city websites let librarian really good completeing online forms give hand,pro
178,1368277467170041862,thread vaccines amp transmission emerging expected evidence vaccines reduce transmission game changer focus herd immunity can give impression see benefit vaccinated not true,pro
179,1334192306988212234,immunologist professor says likely not summer general u population gets vaccinated life people know can return covid covid,pro
180,1334160314049433601,one safe everyone safe ambassador juan ram n de la fuente equitable access covid vaccine amp discussion fostering community engagement building trust,pro
181,1334144324913815552,know mcrib aphrodisiac makes sense would offer efficacy another pfizer product need combine two races,neutral
183,1334051693848367110,wants implant chips footballs can tell ball crosses goal line difficult part convincing football get vaccine,neutral
184,1372970402243346437,hey nyc chinese language skills can help book seniors covid vaccine appointments help needed link thread,neutral
185,1349786245149429762,uk media newsletter reports second dose vaccine uk rupert murdoch preparing make way nyc oversee difficult post trump positioning fox news fun,neutral
186,1358413738706145280,aka n e warrenwilhemjr leadership lack nyc covid vaccine hubs ghost towns doh mum distribution via nypmetro,neutral
187,1358398949019832320,disaster god needs full investigation terrible handled blew nyc covid vaccine hubs ghost town,neutral
188,1358391128811274244,disaster god needs full investigation terrible handled blew nyc covid vaccine hubs ghost town,neutral
189,1358389104963108865,disaster god needs full investigation terrible handled blew nyc covid vaccine hubs ghost town,neutral
190,1359255267351826435,frustrated confusing vaccine sign systems confronted elderly relatives new yorkers tech skills decided build,neutral
191,1359251260566765568,former coworker huge built less weeks compiles availability ny city state vaccine systems easier use official systems cost build absolute legend,neutral
192,1359245813222883336,n vaccine websites working built new one,neutral
193,1333492413084602370,vaccine works would everyone need get nope discussion lying flu measles people died anti vaxx conspiracists fact infectious disease means body choice,anti
194,1333482529991630850,afternoon afternoon coffee break make sure proper ppe mask hand sanitizer clean nyc monday healthcare family friends thanksgiving fun november covid covid vaccine medical safety,neutral
195,1353826473501745154,sigh well hope end line get vaccine ages nyc can get makes happy hear fabulous people elsewhere getting little little,pro
196,1377575509542993920,nyc struggling find vaccine appointment twitter bot automatically posting available appointments around city,pro
197,1356750183976034314,someone says got chicago means covid new york city means vaccine miami florida means restaurant reservation areyouputtinguson,neutral
198,1363895668667002882,fauci flip flops everything eventually enjoys popular fakenews msnbc foxnews nytimes cnn wsj cnbc politico huffpost newsmax oan gop npr fox nyt wapo nbc cbs aarp biden pbs nyt cdc bbc nyc covid,neutral
199,1348978672439619588,process senior citizens get vaccine new york city involves step online questionnaire includes uploading multiple attachments,neutral
200,1348970335492739073,consider nyc vaccines expiring due folks declining mixed stalling tactics question surveys frustrate efforts amp create mis perception shortage yet covid vaccine paid already via taxpayers,neutral
201,1362850938193641475,coronavirus update new york city indoor dining capacity nyc restaurants increase next friday cuomo says,neutral
202,1362850740037963782,coronavirus update new york city indoor dining capacity nyc restaurants increase next friday cuomo says,neutral
203,1362847081417887750,lot misinformation news social media covid nyc health hospitals experts set record straight learn schedule appointment nycvaxchamp,pro
204,1347783740827848707,story nuts nurse vial vaccine limited time went bad instead able give anyone told go wild goose chase foot see could find anyone met criteria,neutral
205,1358102496976207873,nyc opening indoor dining trying get enough people sick virus mutates vaccine work see,neutral
206,1372148885628596225,talking yimby ca west coast nyc yimby knows cannot get away shit least publicly west coast yimby blame vaccine resent new humanity low hiv status individual choice not think twice posting,neutral
207,1351642006389465090,new york city expects exhaust supply coronavirus vaccine thursday cancel appointments many inoculation sites according mayor bill de blasio,neutral
208,1351641981710069760,new york city expects exhaust supply coronavirus vaccine thursday cancel appointments many inoculation sites according mayor bill de blasio,neutral
209,1351638660257640448,mayor bill de blasio says new york city going run vaccine doses thursday cancel many appointments city getting enough new vaccine shipments,neutral
210,1333147567576715265,give credit deserve science labs international cooperation maybe even trumps team hard give credit someone called hoax announced imminent vaccine every couple weeks would job preventing spread covid based past vaccine development happen administration less months oh yea reported couple days election day,neutral
211,1333133592499789827,america first yet claiming credit invention countries crazy pfizer spacked trump pence trying claim credit pfizer stated not part operation warpspeed pence stopped trump usual keep spewing lies based past vaccine development happen administration less months oh yea reported couple days election day,neutral
212,1333130057938739200,not vaccine created quickly process started scientists right away china sent codes virus started trump said word january past vaccine development happen administration less months oh yea reported couple days election day,neutral
213,1333000739543797761,sexual tension entre eu e mudar para nyc deixar tudo para tr tornar ridiculamente rica viver numa penthouse ultra moderna centro de manhattan comprar uma casa de f rias nos hamptons e viver minha melhor vida periodt,neutral
214,1347995929274671119,hours got vaccine far headache shoulder sore af like never felt much soreness,anti
215,1376889461359968259,rt chinese language interpreters badly needed nyc vaccine sites friends volunteering hands n,neutral
216,1376887629367672838,god vaccine gonna available elderly forever,neutral
217,1376881220081094657,search appointments across many different public private sites check nyc vaccine finder can also use volunteer run services scan sites automatically,neutral
218,1376880962982789123,part huge group become eligible vaccination nyc age tomorrow apr short run get vaccine appointment,pro
219,1376880517614866433,rush getting vaccine appointment nyc morning feels got flight japan via,pro
220,1349139626078961664,seemed like world waiting vaccine many issues anticipated number adult friends immune compromised not yet eligible vaccine even weary get immune compromised adults us immune compromised children grew immune compromised adults incredibly worrisome right us severe allergies also watching intently plays,anti
221,1349136041031176194,mom best friend nyc got vaccine shot today year old crossing guard qualified interesting listening nd hand description process,pro
222,1370482151632801800,people began throwing groceries floor told cover guy smashed beer bottle counter protest student running family brighton beach bodega people receive covid vaccine,neutral
223,1348535602086617089,process senior citizens get vaccine new york city involves step online questionnaire includes uploading multiple attachments,neutral
224,1348533397271048193,according nyt hospitals affiliated columbia university nyu harvard vanderbilt going cdc guidelines amp covid vaccines given workers nothing patient care not older matter needs investigated,neutral
225,1348524964916441089,process senior citizens get vaccine new york city involves step online questionnaire includes uploading multiple attachments,neutral
226,1348522451727212545,new york failing save lives numbers speak population nyc m israel m total infections nyc k israel k covid deaths nyc israel total vaccinated nyc k israel m yet leaders point fingers,neutral
227,1348510994205708289,new york failing save lives numbers speak population nyc m israel m total infections nyc k israel k covid deaths nyc israel total vaccinated nyc k israel m yet leaders point fingers,neutral
228,1348505462644346880,reader could reasonably interpret elderly relatives vaccines snatched privileged lab people something computers mention people sweating bsl day scrambling functionally characterize novel variants using word rampant writing article without context qualifiers misleading lab workers not receiving vaccines not make drop bucket vaccine doses manufactured not distributed,neutral
229,1302610075937386496,can preorder covid vaccine yet,pro
230,1302590066200641537,smart move want people take vaccine pfizer moderna johnson amp johnson glaxosmithkline sanofi fda commissioner not,anti
231,1352602199168319490,ticketmaster private ticketing companies called forefront covid battle,neutral
232,1364289812161773568,nyc plans home shots johnson amp johnson covid vaccine,neutral
233,1372541318631583747,republican men especially disinclined saying plan get vaccinated rural residents less interested living cities small towns suburban communities ight send vaxes nyc can live free circle back later,pro
234,1368776891558166535,cuomo want open restaurants capacity outside nyc march whole state new york vaccinated,neutral
235,1368726886256422912,vaccines best protection covid tlc licensed drivers eligible make appointment call vax nyc must pharmacy appt,pro
236,1356663056324042752,want hoursubways nyc want essential workers expand hours vaccine hubs inoculate nyers want streetopiauws,pro
237,1356655954104901632,former school librarian married teacher glad wrote give teachers vaccines test students amp staff improve facilities also david brooks writing home unless writing desk nyc school serving lunch monitor sub bro wrote response david brooks asshole recently appointed ambassador black brown children write realities public ed covid advise whereof one cannot speak thereof one must shut fuck,pro
238,1352386231729065988,new york city subway system embedded brain best part dr fauci vaccine video meeting use bmt west end line sea beach line amp irt lexington avenue express clearly transitcognoscenti,neutral
239,1352382720333271041,comes covid vaccines studies equity issue absolutely important says scientist fred hutch also part helps vaccine research education,neutral
240,1375105061135745029,nyc set covid vaccine sites broadway workers,neutral
241,1365340619380568070,received email roswell letting know dad eligible covid vaccine new guidelines closest vaccination clinic us nyc please make make sense wtf might well send canada get one closer,pro
242,1365337269796823040,noted vaccine equity critical entire bronx delegation federal state city signed letter requesting assist us immediately obtain vaccines borough hardest hit nyc covid,neutral
243,1362444846527623170,breaking report waitress new york city fired red hook tavern refusing get covid vaccine fears may hurt chances getting pregnant,neutral
244,1362442372685135878,breaking report waitress new york city fired red hook tavern refusing get covid vaccine fears may hurt chances getting pregnant,neutral
245,1347209515930947594,dont resolve give nyc freedom vaccinate high priority people says showing state vs city definition kind first responder qualifies vaccine,neutral
246,1358190434258989057,can possibly imagine anyone questions efficacy leaders government,neutral
247,1357427903374499842,still s vaccine appts available yankee stadium next week not disappearing fast good news also bad news means nyc not enough outreach people ground city teams bx signing people,pro
248,1367020993835843584,two nyc mass vax sites adding overnight hours javits pm am scheduling goes live thurs book yankee stadium pm am making full operation sched goes live weds book,neutral
